"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N251WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N252WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N253WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N254WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N255WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N256WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N25705",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"N257WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N258WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N259WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N260WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N261WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N26208",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N26210",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N26215",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N26226",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N262WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N263WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N264LV",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N265WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N266WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N267WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N268WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N269WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N270WN",1998,"Fixed wing multi engine","BOEING","737-705",2,149,NA,"Turbo-fan"
"N270YV",1993,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N271LV",NA,"Fixed wing multi engine","BOEING","737-705",2,149,NA,"Turbo-fan"
"N27205",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N27213",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N27239",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N272WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N273WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N27421",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N27477",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N274WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N275WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N276WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N27722",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"N27724",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"N27733",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"N277WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N278WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N279WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N280WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N281WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N282WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N283WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N28457",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N28478",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N284WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N285WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N286WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N287WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N288WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N289CT",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N290SW",1996,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N290WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N291SW",1996,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N291WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N292SW",1996,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N292WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N293WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N294SW",1996,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N294WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N295SW",1996,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N295WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N296SW",1996,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N296WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N29717",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"N297SW",1996,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N297WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N298SW",1996,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N298WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N299SW",1997,"Fixed wing multi engine","EMBRAER","EMB-120ER",2,32,NA,"Turbo-prop"
"N299WN",NA,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N301NB",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N302AS",2003,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N302DQ",2008,"Fixed wing multi engine","BOEING","737-732",2,149,NA,"Turbo-fan"
"N302NB",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N303AS",2001,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N30401",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N305AS",2001,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N306AS",2001,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N306DQ",2009,"Fixed wing multi engine","BOEING","737-732",2,149,NA,"Turbo-fan"
"N307AS",2001,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N309AS",2001,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N309US",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N310NW",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N311US",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N312US",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N313US",1990,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N31412",2002,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N314NB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N314US",1991,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N315AS",2002,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N315NB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N315US",1991,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N316NB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N316US",1991,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N317AS",2003,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N317NB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N317US",1991,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N317WN",1988,"Fixed wing multi engine","BOEING","737-3Q8",2,149,NA,"Turbo-fan"
"N318AS",2003,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N318NB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N318US",1991,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N319AS",2003,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N319NB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N319US",1991,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N320AS",2003,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N320NB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N320US",1991,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N321NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N321US",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N322NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N322US",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N323AS",2004,"Fixed wing multi engine","BOEING","737-990",2,149,NA,"Turbo-jet"
"N323NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N323US",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N32404",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N324NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N324US",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N325NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N325US",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N326NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N326US",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N327NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N327NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N328NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N329NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N329NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N330NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N330NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N331NB",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N331NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N33203",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33209",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33262",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33264",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33266",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33284",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33286",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33289",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33292",NA,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N33294",2005,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N332NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N332NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N333NB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N333NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-211",2,182,NA,"Turbo-jet"
"N334NB",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N334NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N335NB",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N335NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N336NB",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N336NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N33714",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"N337NB",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A319-114",2,145,NA,"Turbo-fan"
"N337NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N338NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N338NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N339NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N339NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N340LV",1987,"Fixed wing multi engine","BOEING","737-3K2",2,149,NA,"Turbo-jet"
"N340NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N340NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N341NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N341NW",1992,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N34222",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N34282",2004,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N342NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N342NW",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N343NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N343NW",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N34455",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N34460",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N344NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N344NW",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N345NB",NA,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N345NW",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N345SA",1987,"Fixed wing multi engine","BOEING","737-3K2",2,149,NA,"Turbo-jet"
"N346NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N346SW",1989,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N347AA",1985,"Rotorcraft","SIKORSKY","S-76A",2,14,NA,"Turbo-shaft"
"N347NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N347NW",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N348NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N348NW",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N349NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N349NW",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N349SW",1989,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N350NA",1993,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N351NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N351NW",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N35204",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N35260",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N35271",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N352NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N352NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N352SW",1990,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N353NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N353NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N353SW",1990,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N35407",2001,"Fixed wing multi engine","BOEING","737-924",2,191,NA,"Turbo-fan"
"N354NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N354SW",1991,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N355NB",2002,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N355NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N355SW",1991,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N356NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N356SW",1991,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N357NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N357SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N358NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N358NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N358SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N359NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N359NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N359SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N360NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N360NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N360SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N361NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N361NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N361SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N361VA",2013,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"N36207",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N36247",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N36272",2001,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N36280",2003,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N362NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N362NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N362SW",1992,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N363NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N363NW",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N363SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N36444",2010,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N36447",2012,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N36469",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N36472",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N36476",2013,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N364NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N364NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N364SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N365NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N365NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N365SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N366NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N366NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N366SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N367NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N367SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N368NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N368NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N368SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N369NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N369NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N369SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N370HA",2014,"Fixed wing multi engine","AIRBUS","A330-243",2,377,NA,"Turbo-fan"
"N370NW",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
"N370SW",1993,"Fixed wing multi engine","BOEING","737-3H4",2,149,NA,"Turbo-fan"
"N371DA",1998,"Fixed wing multi engine","BOEING","737-832",2,189,NA,"Turbo-jet"
"N371NB",2003,"Fixed wing multi engine","AIRBUS","A319-114",2,145,NA,"Turbo-fan"
"N371NW",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-212",2,182,NA,"Turbo-fan"
